graph_seed,architecture,scenario,balancing,model_seed,explainer,node,node_typ,spearman,plaus_edge,plaus_feat,shap_conc,fid_plus,fid_minus,sub_n_nodes
0,GraphSAGE,1:1,none,43,GNNShap,9266,4,0.9798496240601503,,0.0,0.933842193540326,0.4785454273223877,0.6197684407234192,30
0,GraphSAGE,1:1,none,43,GNNShap,8333,1,0.9750375939849623,,0.0,0.9720768300386794,0.03307771682739258,0.9623457193374634,33
0,GraphSAGE,1:1,none,43,GNNShap,8634,2,0.9618045112781954,,1.0,0.9541027135639059,0.5414320826530457,0.45055246353149414,24
0,GraphSAGE,1:1,none,43,GNNShap,8666,2,0.9222556390977443,,1.0,0.9614655961753396,0.6483258605003357,0.019508659839630127,24
0,GraphSAGE,1:1,none,43,GNNShap,8147,1,0.9781954887218044,,0.0,0.9309919357687374,0.2329881191253662,0.9563700556755066,28
0,GraphSAGE,1:1,none,43,GNNShap,9407,4,0.9675187969924812,,0.0,0.9620914323803536,0.13419395685195923,0.042888522148132324,40
0,GraphSAGE,1:1,none,43,GNNShap,9460,4,0.9628571428571429,,0.0,0.9433549679584681,0.9971776604652405,-7.736682891845703e-05,35
0,GraphSAGE,1:1,none,44,GNNExplainer,8568,2,0.8993984962406014,0.5,1.0,,0.8906557559967041,-0.033797502517700195,17
0,GraphSAGE,1:1,none,44,GNNExplainer,8147,1,0.942406015037594,0.5294117647058824,0.0,,0.9786222577095032,-0.007385611534118652,28
0,GraphSAGE,1:1,none,44,GNNExplainer,9119,3,0.9353383458646614,0.4583333333333333,0.0,,0.8723477125167847,-0.009001195430755615,27
0,GraphSAGE,1:1,none,44,GNNExplainer,8265,1,0.8529323308270677,0.5,1.0,,0.12304180860519409,-7.748603820800781e-06,34
0,GraphSAGE,1:1,none,44,GNNExplainer,9321,4,0.8090225563909774,0.5,0.0,,0.9993422627449036,-0.00010180473327636719,32
0,GraphSAGE,1:1,none,44,GNNExplainer,9008,3,0.8181954887218044,0.4666666666666667,0.0,,0.0041237473487854,-4.756450653076172e-05,33
0,GraphSAGE,1:1,none,44,GNNExplainer,8107,1,0.4798496240601503,0.391304347826087,1.0,,0.0,0.0,83
0,GraphSAGE,1:1,none,44,GNNExplainer,8053,1,0.4851127819548872,0.36363636363636365,1.0,,0.0,0.0,83
0,GraphSAGE,1:1,none,44,GNNExplainer,9238,4,0.8882706766917293,0.5,0.0,,0.7329024076461792,-4.9114227294921875e-05,39
0,GraphSAGE,1:1,none,44,GNNExplainer,9121,3,0.8965413533834585,0.4583333333333333,0.0,,0.32499873638153076,-0.002435922622680664,26
0,GraphSAGE,1:1,none,44,GNNExplainer,9405,4,0.7184962406015037,0.5555555555555556,0.0,,0.8909103274345398,-2.4557113647460938e-05,30
0,GraphSAGE,1:1,none,44,GNNExplainer,8997,3,0.9082706766917292,0.4666666666666667,0.0,,0.023007452487945557,-0.0005964040756225586,32
0,GraphSAGE,1:1,none,44,GNNExplainer,9184,3,0.8085714285714285,0.4375,0.0,,0.23271149396896362,-0.0005745291709899902,35
0,GraphSAGE,1:1,none,44,GNNExplainer,8224,1,0.7249624060150376,0.5476190476190477,0.0,,0.8935543298721313,-1.1920928955078125e-06,36
0,GraphSAGE,1:1,none,44,GNNExplainer,8333,1,0.9013533834586467,0.5238095238095238,1.0,,0.9880187511444092,-0.0014212727546691895,33
0,GraphSAGE,1:1,none,44,GNNExplainer,8937,3,0.9004511278195487,0.47368421052631576,0.0,,0.06959575414657593,-0.0001856684684753418,38
0,GraphSAGE,1:1,none,44,GNNExplainer,8209,1,0.9682706766917292,0.6590909090909091,1.0,,0.9955475926399231,-0.0009480118751525879,25
